año	sector	size	0101 Cuenca	0102 Girón	0103 Gualaceo	0104 Nabón	0105 Paute	0106 Pucara	0107 San Fernando	0108 Santa Isabel	0109 Sigsig	0110 Oña	0111 Chordeleg	0112 El Pan	0113 Sevilla de Oro	0114 Guachapala	0115 Camilo Ponce Enríquez	0201 Guaranda	0202 Chillanes	0203 Chimbo	0204 Echeandía	0205 San Miguel	0206 Caluma	0207 Las Naves	0301 Azogues	0302 Biblián	0303 Cañar	0304 La Troncal	0305 El Tambo	0306 Déleg	0307 Suscal	0401 Tulcán	0402 Bolívar	0403 Espejo	0404 Mira	0405 Montúfar	0406 San Pedro de Huaca	0501 Latacunga	0502 La Maná	0503 Pangua	0504 Pujilí	0505 Salcedo	0506 Saquisilí	0507 Sigchos	0601 Riobamba	0602 Alausí	0603 Colta	0604 Chambo	0605 Chunchi	0606 Guamote	0607 Guano	0608 Pallatanga	0609 Penipe	0610 Cumandá	0701 Machala	0702 Arenillas	0703 Atahualpa	0704 Balsas	0705 Chilla	0706 El Guabo	0707 Huaquillas	0708 Marcabelí	0709 Pasaje	0710 Piñas	0711 Portovelo	0712 Santa Rosa	0713 Zaruma	0714 Las Lajas	0801 Esmeraldas	0802 Eloy Alfaro	0803 Muisne	0804 Quinindé	0805 San Lorenzo	0806 Atacames	0807 Rioverde	0901 Guayaquil	0902 Alfredo Baquerizo Moreno (Juján)	0903 Balao	0904 Balzar	0905 Colimes	0906 Daule	0907 Durán	0908 El Empalme	0909 El Triunfo	0910 Milagro	0911 Naranjal	0912 Naranjito	0913 Palestina	0914 Pedro Carbo	0916 Samborondón	0918 Santa Lucía	0919 Salitre (Urbina Jado)	0920 San Jacinto de Yaguachi	0921 Playas	0922 Simón Bolívar	0923 Coronel Marcelino Maridueña	0924 Lomas de Sargentillo	0925 Nobol	0927 General Antonio Elizalde	0928 Isidro Ayora	1001 Ibarra	1002 Antonio Ante	1003 Cotacachi	1004 Otavalo	1005 Pimampiro	1006 San Miguel de Urcuqui	1101 Loja	1102 Calvas	1103 Catamayo	1104 Celica	1105 Chaguarpamba	1106 Espíndola	1107 Gonzanamá	1108 Macará	1109 Paltas	1110 Puyango	1111 Saraguro	1112 Sozoranga	1113 Zapotillo	1114 Pindal	1115 Quilanga	1116 Olmedo	1201 Babahoyo	1202 Baba	1203 Montalvo	1204 Puebloviejo	1205 Quevedo	1206 Urdaneta	1207 Ventanas	1208 Vinces	1209 Palenque	1210 Buena Fé	1211 Valencia	1212 Mocache	1213 Quinsaloma	1301 Portoviejo	1302 Bolivar	1303 Chone	1304 El Carmen	1305 Flavio Alfaro	1306 Jipijapa	1307 Junín	1308 Manta	1309 Montecristi	1310 Paján	1311 Pichincha	1312 Rocafuerte	1313 Santa Ana	1314 Sucre	1315 Tosagua	1316 24 de Mayo	1317 Pedernales	1318 Olmedo	1319 Puerto López	1320 Jama	1321 Jaramijó	1322 San Vicente	1401 Morona	1402 Gualaquiza	1403 Limón Indanza	1404 Palora	1405 Santiago	1406 Sucúa	1407 Huamboya	1408 San Juan Bosco	1409 Taisha	1410 Logroño	1411 Pablo Sexto	1412 Tiwintza	1501 Tena	1503 Archidona	1504 El chaco	1507 Quijos	1509 Carlos Julio Arosemena Tola	1601 Pastaza	1602 Mera	1603 Santa Clara	1604 Arajuno	1701 Quito	1702 Cayambe	1703 Mejía	1704 Pedro Moncayo	1705 Rumiñahui	1707 San Miguel de los Bancos	1708 Pedro Vicente Maldonado	1709 Puerto Quito	1801 Ambato	1802 Baños de Agua Santa	1803 Cevallos	1804 Mocha	1805 Patate	1806 Quero	1807 San Pedro de Pelileo	1808 Santiago de Píllaro	1809 Tisaleo	1901 Zamora	1902 Chinchipe	1903 Nangaritza	1904 Yacuambí	1905 Yantzaza (Yanzatza)	1906 El pangui	1907 Centinela del Cóndor	1908 Palanda	1909 Paquisha	2001 San Cristóbal	2002 Isabela	2003 Santa Cruz	2101 Lago Agrio	2102 Gonzalo Pizarro	2103 Putumayo	2104 Shushufindi	2105 Sucumbíos	2106 Cascales	2107 Cuyabeno	2201 Orellana	2202 Aguarico	2203 La Joya de los Sachas	2204 Loreto	2301 Santo Domingo	2302 La Concordia	2401 Santa Elena	2402 La Libertad	2403 Salinas	9001 Las Golondrinas	9003 Manga del Cura	9004 El Piedrero
2019	Servicios	"Mediana empresa ""A"""	143.935	nan	3.164	nan	2.512	nan	nan	nan	1.036	nan	nan	nan	nan	nan	1.320	6.826	nan	nan	nan	nan	nan	nan	10.897	nan	2.909	4.050	2.690	nan	nan	13.323	nan	1.066	nan	2.955	nan	29.455	3.211	1.269	1.845	10.427	1.107	1.616	29.642	4.167	nan	1.906	nan	nan	nan	1.361	1.320	1.893	45.867	nan	nan	4.234	nan	2.303	1.562	nan	1.208	6.399	nan	7.555	2.938	nan	26.013	1.505	nan	7.121	1.064	1.823	nan	822.643	nan	nan	nan	nan	20.001	27.991	2.264	1.608	7.564	2.356	1.879	nan	nan	82.296	nan	1.182	1.607	1.295	nan	nan	nan	nan	1.627	nan	33.781	2.651	nan	8.401	nan	2.421	37.527	nan	1.571	nan	nan	nan	nan	nan	nan	1.926	nan	nan	nan	1.335	nan	nan	5.620	2.211	1.600	nan	23.138	nan	7.779	1.713	nan	1.190	2.187	1.896	nan	39.703	nan	nan	2.666	nan	0	3.021	50.112	4.189	0	nan	1.064	1.023	nan	1.173	nan	4.225	1.774	1.646	1.826	1.226	nan	2.765	nan	nan	nan	2.402	1.418	nan	nan	nan	nan	nan	nan	2.013	1.427	nan	nan	nan	4.017	nan	nan	nan	1.179.167	7.183	7.147	1.999	35.206	nan	nan	1.021	59.393	7.895	nan	nan	1.628	nan	1.309	nan	nan	0	nan	nan	nan	5.773	2.809	nan	1.469	nan	7.326	2.973	45.018	15.602	nan	1.262	9.853	nan	nan	1.211	26.241	nan	3.752	nan	41.372	nan	4.781	14.551	2.536	nan	nan	nan
2019	Servicios	"Mediana empresa ""B"""	156.021	2.648	nan	nan	3.647	nan	nan	nan	nan	nan	2.474	nan	nan	nan	7.445	6.796	nan	nan	nan	nan	4.045	nan	4.457	nan	9.364	3.039	nan	nan	nan	10.003	nan	nan	nan	nan	nan	50.980	2.015	nan	3.373	4.848	nan	nan	31.673	nan	nan	nan	nan	nan	nan	nan	nan	nan	63.719	nan	nan	nan	nan	4.011	6.579	nan	4.408	6.923	4.024	8.736	nan	nan	26.024	nan	nan	nan	nan	2.053	2.391	1.118.982	nan	nan	nan	nan	29.350	24.996	6.425	3.290	20.406	2.499	2.761	nan	3.597	111.859	2.290	nan	12.245	3.876	nan	2.427	nan	2.094	nan	nan	50.103	5.026	5.087	12.426	nan	5.324	35.084	2.587	3.132	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.033	nan	nan	18.707	nan	2.920	nan	7.532	nan	2.310	nan	nan	nan	4.060	nan	nan	51.729	2.381	3.149	nan	nan	nan	nan	60.328	19.339	nan	nan	nan	4.725	2.214	2.714	nan	nan	nan	nan	nan	2.881	nan	2.345	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.741	nan	nan	3.451	nan	6.384	nan	nan	nan	1.772.989	7.022	25.224	6.854	33.026	2.884	nan	nan	74.953	4.357	2.966	nan	nan	nan	3.560	2.913	nan	2.186	nan	nan	nan	10.198	nan	nan	nan	nan	5.092	2.804	14.707	12.856	nan	nan	10.431	nan	nan	nan	43.875	nan	12.073	nan	48.382	nan	2.470	12.503	18.139	nan	nan	nan
2019	Servicios	Microempresa	42.742	452	1.670	467	596	57	151	632	883	88	273	92	319	117	609	3.790	111	229	270	713	485	53	4.421	554	2.144	1.709	580	264	204	5.598	220	192	177	1.327	139	11.797	1.178	238	1.406	1.486	785	242	12.824	908	745	451	319	924	797	158	190	212	16.270	604	164	305	58	1.534	1.801	74	1.865	1.159	479	2.000	1.053	179	6.915	271	135	2.217	741	2.368	235	229.609	120	186	423	11	4.437	4.596	828	664	3.727	1.093	267	46	371	12.720	452	396	812	1.152	163	267	102	140	356	47	11.429	1.410	1.142	3.591	306	424	14.673	722	901	242	264	182	279	751	575	530	898	4	81	123	74	99	3.882	342	722	201	4.792	384	1.169	660	163	988	702	312	330	15.450	1.234	2.754	1.038	241	1.400	296	15.977	1.791	510	401	814	666	1.548	386	347	990	25	985	223	869	692	2.271	522	344	212	306	902	96	458	200	175	74	87	2.482	403	476	281	143	3.699	657	158	10	300.540	3.694	4.203	1.292	8.608	750	784	358	18.265	2.404	601	204	661	660	1.608	961	144	1.720	298	128	159	893	790	78	301	77	1.622	1.153	3.844	6.179	679	382	3.156	325	259	334	5.936	321	2.113	814	18.559	886	4.353	3.139	2.946	nan	nan	nan
2019	Servicios	Pequeña empresa	362.659	770	7.673	998	3.631	1.503	113	3.179	1.162	0	561	0	1.726	nan	4.400	12.302	1.380	1.249	1.064	2.721	2.303	754	25.111	3.157	11.335	11.124	4.186	134	788	47.982	2.418	2.208	1.793	4.216	354	106.494	7.860	1.855	7.046	12.956	4.352	2.330	85.974	3.262	1.102	1.413	1.147	1.554	4.526	275	320	3.161	142.199	4.060	128	2.123	nan	9.561	14.452	1.056	13.873	9.934	5.579	15.847	4.503	477	41.825	321	590	11.833	2.937	7.039	484	1.676.691	1.894	308	3.879	806	46.772	41.641	5.877	5.480	28.166	7.225	2.904	1.098	3.293	155.816	1.749	1.240	6.631	5.361	1.507	2.950	1.226	3.839	3.589	971	88.969	7.694	6.337	25.507	168	3.881	105.479	2.588	3.571	833	454	nan	1.706	1.837	1.110	1.099	4.882	nan	1.343	nan	527	nan	23.400	622	4.338	2.314	42.034	1.498	4.959	2.417	nan	6.668	7.465	1.966	1.606	100.872	2.696	15.175	8.501	1.194	8.452	2.198	111.488	9.006	1.198	1.075	4.689	3.629	11.140	2.060	908	6.961	711	1.212	2.859	8.604	1.898	10.249	2.649	403	1.194	590	3.623	165	288	257	1.130	nan	nan	12.035	2.539	4.662	3.788	142	14.585	2.527	1.332	244	2.529.868	23.220	35.655	6.962	90.358	1.985	4.156	2.164	155.899	9.781	1.668	199	2.879	1.683	14.922	3.560	2.340	8.509	975	nan	nan	8.633	5.895	1.690	206	629	12.647	6.116	43.707	43.361	1.005	364	24.668	nan	956	4.233	60.939	3.909	18.661	1.700	131.226	4.781	21.268	22.890	12.274	nan	nan	nan
2020	Agricultura, ganadería, silvicultura y pesca	Grande empresa	22.866	nan	7.148	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.733	nan	nan	nan	nan	nan	nan	nan	nan	nan	83.791	nan	nan	nan	61.776	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	365.362	5.237	nan	nan	nan	45.098	nan	nan	11.731	16.373	nan	18.981	nan	nan	nan	nan	nan	29.014	14.060	nan	nan	2.276.431	nan	nan	nan	nan	14.120	424.641	nan	21.775	23.589	5.769	nan	nan	nan	321.112	6.607	nan	11.052	11.083	nan	19.333	nan	24.050	nan	145.458	nan	nan	31.892	nan	nan	nan	nan	nan	10.216	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	72.172	15.728	nan	38.804	121.869	nan	20.655	nan	nan	24.191	39.530	6.470	nan	48.605	nan	nan	nan	nan	nan	56.361	216.433	13.676	nan	nan	nan	20.170	nan	nan	6.235	nan	nan	nan	nan	37.899	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.124	nan	nan	nan	nan	nan	nan	395.363	138.222	45.766	50.944	12.067	10.962	nan	nan	49.971	nan	nan	nan	nan	nan	13.699	14.815	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	67.385	8.768	32.798	nan	14.093	nan	nan	nan
2020	Agricultura, ganadería, silvicultura y pesca	"Mediana empresa ""A"""	19.492	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.364	nan	nan	nan	nan	nan	1.182	nan	1.495	nan	1.051	7.760	nan	nan	nan	2.051	nan	nan	1.127	nan	1.681	30.545	7.417	1.071	1.898	1.387	nan	nan	4.481	1.781	nan	nan	nan	nan	nan	nan	nan	nan	161.651	2.325	nan	11.731	nan	44.022	2.676	3.504	9.694	3.624	nan	14.249	nan	1.060	1.771	1.435	nan	9.080	1.311	nan	2.783	203.836	nan	6.580	2.797	nan	5.273	9.835	3.910	20.208	11.815	17.495	1.562	5.687	1.636	34.863	4.875	nan	4.299	3.255	1.204	2.194	nan	nan	1.713	1.793	5.310	1.880	1.160	3.559	nan	1.272	1.078	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	17.709	7.348	2.385	7.222	22.916	1.083	11.745	10.496	nan	11.844	21.645	8.229	1.756	6.540	1.389	1.458	7.394	1.701	2.473	1.346	15.543	4.019	nan	nan	nan	nan	5.282	nan	1.036	7.295	nan	nan	3.986	nan	1.784	nan	nan	nan	1.674	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	51.402	12.011	10.254	20.050	4.212	2.000	9.351	2.322	19.206	1.159	nan	nan	1.836	nan	12.419	5.762	nan	nan	nan	nan	nan	nan	nan	nan	1.022	nan	nan	nan	nan	2.336	nan	nan	1.346	nan	nan	nan	nan	nan	nan	nan	39.306	8.553	9.784	5.920	5.865	nan	nan	1.173
2020	Agricultura, ganadería, silvicultura y pesca	"Mediana empresa ""B"""	6.690	nan	nan	nan	2.550	nan	nan	nan	2.646	nan	nan	nan	nan	nan	nan	4.096	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.389	2.530	nan	nan	nan	nan	2.096	2.107	nan	nan	48.816	18.811	nan	6.943	8.463	nan	nan	9.366	4.668	nan	nan	nan	nan	2.337	nan	nan	15.328	164.236	nan	nan	12.274	nan	57.439	7.311	nan	16.117	7.717	nan	18.080	nan	nan	4.036	2.347	nan	11.268	2.357	nan	nan	330.297	nan	3.530	4.596	3.616	7.022	34.232	6.262	22.332	24.010	44.495	nan	nan	nan	89.376	nan	nan	10.341	nan	4.780	6.143	nan	nan	3.054	nan	3.984	nan	8.692	nan	nan	2.081	2.975	nan	nan	nan	nan	nan	nan	2.096	nan	nan	nan	nan	nan	nan	nan	nan	10.465	9.746	4.161	12.932	40.850	4.623	16.471	7.595	nan	16.558	15.409	15.073	nan	11.726	nan	2.692	6.619	nan	nan	2.751	34.632	9.601	nan	nan	nan	nan	12.211	4.923	nan	3.165	nan	nan	nan	8.708	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.991	nan	nan	133.773	29.514	23.528	67.552	2.955	nan	nan	nan	9.534	2.173	nan	2.068	7.339	nan	12.152	7.080	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.580	nan	nan	3.873	nan	nan	nan	nan	nan	nan	nan	53.862	10.090	15.567	2.585	18.774	nan	nan	nan
2020	Agricultura, ganadería, silvicultura y pesca	Microempresa	1.047	0	55	47	71	94	nan	5	0	0	nan	nan	105	87	38	54	0	0	0	0	0	0	78	9	399	206	28	0	0	569	62	445	19	322	264	1.305	273	207	2	70	12	57	362	0	0	0	0	186	2	0	1	4	3.642	163	0	114	nan	504	369	90	1.248	101	nan	503	41	0	320	158	103	1.762	242	127	99	10.035	0	122	139	0	301	550	138	276	481	427	107	130	0	1.779	0	216	83	244	143	0	34	0	1	2	987	382	29	294	191	102	469	0	60	0	0	0	0	8	11	6	2	0	25	0	53	0	808	226	115	358	624	100	193	170	112	400	333	216	113	383	1	457	552	22	0	0	1.031	68	0	0	102	92	316	4	6	465	0	0	245	128	132	15	74	0	1	0	0	nan	nan	nan	0	0	0	28	44	84	67	nan	69	nan	0	0	7.997	544	521	358	663	141	491	380	635	33	0	0	100	42	323	127	11	1	0	0	1	38	3	2	0	nan	12	0	53	128	0	1	175	0	0	48	31	nan	204	75	3.201	1.383	493	21	335	nan	nan	nan
2020	Agricultura, ganadería, silvicultura y pesca	Pequeña empresa	14.815	nan	nan	nan	441	nan	nan	130	381	nan	nan	nan	401	332	160	345	nan	nan	783	nan	nan	758	1.237	2.555	1.156	14.088	nan	342	nan	7.738	645	2.154	727	4.627	2.966	29.564	25.250	1.031	1.841	7.274	639	nan	10.084	1.671	337	228	513	272	2.943	889	1.117	910	178.505	9.828	587	9.131	nan	29.948	21.756	4.136	38.729	7.495	nan	25.644	626	216	6.265	304	3.609	16.709	665	227	826	203.644	869	1.012	3.404	127	4.924	11.888	7.073	22.510	16.087	30.033	4.724	3.139	nan	38.673	3.217	nan	5.931	172	4.846	4.211	nan	1.343	1.380	165	15.128	1.004	800	1.225	1.069	2.746	8.921	nan	1.552	1.932	1.509	nan	109	1.321	483	354	nan	nan	1.597	3.438	265	nan	17.633	12.150	3.232	8.424	29.267	2.119	9.711	16.003	736	10.974	14.023	7.358	2.354	5.495	859	5.405	10.891	557	1.275	1.198	23.519	2.640	791	1.014	nan	137	11.580	1.954	675	21.732	nan	0	5.050	1.089	1.155	1.096	nan	nan	3.440	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	918	954	nan	1.813	nan	nan	nan	103.414	23.779	22.425	19.354	3.730	5.199	2.323	1.599	21.563	1.714	876	1.250	2.141	1.061	11.559	3.626	1.067	800	nan	nan	nan	269	nan	nan	100	nan	653	nan	269	1.105	nan	nan	1.711	nan	452	nan	1.252	nan	3.504	785	47.300	9.268	9.864	3.315	11.210	nan	nan	309
2020	Comercio	Grande empresa	1.946.006	nan	5.286	nan	5.938	nan	nan	6.992	nan	nan	nan	nan	nan	nan	18.410	nan	nan	nan	nan	nan	nan	nan	30.513	8.011	nan	6.091	nan	nan	nan	32.712	nan	nan	nan	18.299	nan	60.646	6.134	nan	nan	nan	nan	nan	58.372	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.037.234	6.461	nan	nan	nan	60.808	94.103	nan	22.079	nan	nan	30.833	5.569	nan	42.182	nan	nan	14.277	nan	nan	nan	13.685.675	nan	13.134	25.507	7.676	111.259	628.130	16.034	45.769	204.545	54.568	nan	nan	nan	744.134	6.560	nan	166.209	nan	12.297	nan	nan	nan	7.734	nan	189.114	14.243	nan	20.287	nan	nan	160.239	nan	nan	nan	nan	nan	nan	nan	nan	7.477	5.145	nan	nan	nan	nan	nan	44.786	7.020	5.870	14.349	214.048	13.486	126.328	40.816	nan	26.631	21.415	14.141	45.002	128.446	8.930	5.367	56.358	nan	nan	nan	335.970	33.916	nan	6.002	nan	nan	nan	9.223	nan	30.439	nan	nan	nan	5.706	nan	8.599	nan	nan	nan	nan	7.324	nan	nan	nan	nan	nan	nan	5.333	nan	nan	nan	nan	16.838	nan	nan	nan	12.534.557	24.629	37.520	18.151	2.732.801	nan	nan	nan	570.284	6.201	5.825	nan	nan	nan	27.837	nan	nan	13.250	nan	nan	nan	16.148	nan	nan	nan	nan	nan	nan	nan	63.924	nan	nan	nan	nan	nan	nan	8.926	nan	14.433	nan	656.031	6.062	13.227	40.699	21.971	nan	nan	nan
2020	Comercio	"Mediana empresa ""A"""	260.757	2.555	8.014	1.573	1.156	nan	nan	7.214	nan	1.230	1.899	nan	nan	nan	3.574	4.701	nan	1.563	1.078	nan	2.477	1.093	25.775	3.738	13.091	18.094	4.551	nan	nan	21.287	nan	1.436	1.893	6.801	1.103	79.344	12.462	nan	7.111	20.557	1.484	nan	62.120	nan	nan	1.145	nan	nan	1.046	3.085	nan	6.354	131.152	3.802	nan	4.223	nan	19.043	13.823	nan	10.559	17.428	nan	17.986	3.734	nan	42.243	4.905	nan	22.053	5.293	10.850	1.145	863.869	nan	nan	11.766	3.894	22.974	36.179	25.070	7.554	44.139	9.593	9.829	8.336	1.414	45.289	8.215	1.694	4.473	4.250	1.311	nan	2.137	3.626	5.372	3.480	50.360	5.989	10.356	7.679	1.208	nan	69.206	1.229	12.223	nan	nan	nan	1.168	1.670	2.632	1.045	2.876	1.835	1.209	2.595	nan	nan	44.639	1.359	1.034	nan	41.889	6.107	23.772	8.338	1.960	11.027	1.338	12.916	1.164	66.900	8.544	15.325	37.160	2.739	4.009	nan	97.748	10.395	5.896	2.660	4.830	7.080	9.411	7.457	nan	19.605	nan	4.513	nan	2.280	2.489	10.294	3.630	nan	1.281	1.184	2.074	1.272	nan	nan	1.090	nan	nan	6.935	2.773	1.456	1.892	nan	11.201	nan	nan	nan	996.993	14.190	24.584	12.921	44.072	6.279	5.328	4.024	167.666	10.930	1.432	3.127	1.241	7.147	12.226	6.829	3.514	10.264	nan	nan	nan	15.258	1.215	nan	nan	nan	nan	nan	3.824	20.512	nan	nan	7.540	nan	nan	nan	12.657	nan	3.506	1.935	119.491	9.814	20.657	20.817	11.613	nan	nan	nan
2020	Comercio	"Mediana empresa ""B"""	412.787	nan	4.843	nan	13.367	nan	nan	5.099	nan	nan	nan	nan	nan	nan	25.982	2.527	4.547	2.396	7.558	nan	6.149	nan	19.788	4.554	11.318	28.745	2.854	nan	nan	39.914	5.267	nan	nan	nan	nan	85.091	32.234	nan	2.845	4.527	nan	nan	75.785	nan	2.074	2.681	nan	4.134	2.092	nan	nan	nan	177.018	11.228	nan	9.441	nan	26.687	44.126	2.356	36.886	14.416	2.016	15.411	4.455	3.758	21.325	nan	2.364	32.634	14.917	2.043	nan	1.581.436	2.607	9.129	16.959	nan	55.622	92.614	30.399	18.508	51.183	34.154	6.065	8.506	13.287	77.808	13.843	8.629	22.860	17.795	nan	2.128	2.167	8.805	nan	2.108	59.103	18.916	nan	5.633	nan	nan	85.891	2.160	9.794	nan	nan	nan	nan	18.980	nan	nan	2.002	nan	2.234	2.676	nan	nan	44.824	4.331	9.604	23.324	122.363	10.764	45.190	14.952	4.468	33.341	8.268	30.079	10.091	102.824	8.316	31.591	24.512	2.062	nan	nan	145.287	14.389	8.957	4.643	2.936	12.323	nan	30.248	nan	13.848	nan	2.918	2.763	2.724	8.223	6.355	5.102	nan	nan	nan	8.913	nan	nan	nan	nan	nan	nan	11.231	nan	2.426	nan	nan	13.073	nan	nan	nan	1.657.476	33.134	27.926	13.726	62.700	nan	7.985	nan	231.777	nan	nan	2.004	nan	3.294	28.523	2.244	2.245	5.604	nan	nan	nan	4.120	nan	nan	nan	nan	nan	nan	8.386	43.307	nan	nan	14.344	nan	nan	nan	11.181	nan	23.130	nan	239.667	20.269	17.592	51.432	9.928	nan	2.848	nan
2020	Comercio	Microempresa	19.930	112	596	0	383	1	0	290	169	0	102	0	36	81	233	811	118	187	62	273	118	0	1.348	217	444	687	159	0	21	2.383	166	289	71	544	173	3.942	434	72	158	1.438	565	0	4.940	22	115	44	198	48	133	0	47	0	9.326	737	0	91	1	974	1.955	0	1.219	1.274	228	866	588	93	3.740	133	92	1.220	200	557	128	95.054	104	157	117	74	1.389	3.730	983	472	2.113	1.091	635	53	205	5.029	69	138	526	576	89	24	91	84	205	26	5.978	1.040	199	1.274	179	47	5.133	278	327	193	0	0	0	431	177	71	207	0	0	69	0	0	1.932	145	153	154	2.482	306	574	443	9	679	0	82	270	5.307	358	1.294	1.440	142	577	311	6.061	470	81	200	174	244	284	326	31	527	0	75	45	188	118	466	289	0	82	0	311	0	63	93	5	0	78	870	95	197	7	97	1.458	18	65	nan	104.600	1.492	801	402	3.774	185	220	64	14.531	422	332	77	2	227	672	285	51	459	168	90	19	854	100	43	0	0	409	140	811	2.219	112	0	481	0	0	55	925	0	688	118	9.796	976	414	1.091	582	nan	nan	nan
2020	Comercio	Pequeña empresa	369.231	1.977	10.445	728	8.194	684	277	4.041	2.096	nan	1.150	643	nan	nan	7.710	18.552	3.187	2.183	2.778	7.119	2.262	1.305	31.714	6.219	8.642	24.996	1.638	1.146	1.799	42.807	3.359	2.790	204	10.246	917	75.792	14.542	5.161	7.472	17.158	7.545	1.478	128.696	1.119	966	3.006	2.093	4.203	3.960	2.586	1.633	1.278	185.961	8.278	800	5.843	nan	17.391	31.139	1.987	39.040	19.794	2.544	24.201	8.630	nan	47.568	6.934	4.434	29.515	5.978	6.326	2.480	1.317.083	3.457	5.328	12.439	3.261	47.773	56.137	22.073	12.761	48.223	13.355	7.521	2.846	3.119	62.703	7.806	2.620	12.212	6.522	4.098	1.355	3.854	4.430	3.670	2.522	91.660	13.751	9.276	24.629	1.494	2.759	104.390	4.899	8.747	2.402	936	442	176	7.860	3.670	2.940	3.439	393	2.676	4.523	189	nan	38.029	5.189	5.051	7.458	63.191	7.248	24.847	12.640	2.790	19.545	8.368	6.112	9.629	85.709	7.373	27.470	34.698	5.347	12.673	6.343	116.592	15.813	3.545	5.756	4.867	4.117	7.880	4.901	2.087	11.434	156	2.384	2.346	3.566	4.543	21.791	9.252	4.639	3.742	3.959	6.151	738	555	510	839	nan	1.340	15.208	2.674	2.317	1.468	nan	28.620	3.677	855	nan	1.545.876	24.556	33.079	19.817	61.999	6.452	5.111	5.155	256.927	6.231	5.073	1.000	7.085	2.639	28.178	7.469	5.590	8.634	3.044	nan	nan	11.084	2.584	528	117	0	3.593	878	14.804	47.852	1.023	248	11.375	126	343	504	27.780	811	13.037	4.557	228.580	12.414	23.699	33.781	15.878	nan	nan	nan
2020	Construcción	Grande empresa	23.505	nan	nan	nan	5.217	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	10.004	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.593	nan	nan	nan	nan	31.899	nan	nan	nan	nan	nan	nan	nan	nan	5.802	nan	nan	nan	nan	nan	nan	376.402	nan	nan	nan	nan	24.384	12.464	nan	nan	nan	nan	nan	nan	nan	89.024	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	22.607	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	23.052	nan	nan	nan	nan	nan	nan	24.595	7.423	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.612	nan	nan	980.032	nan	nan	nan	nan	nan	nan	nan	5.134	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	16.669	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
