dimension1	dimension1 (2)	dimension2	medida
Servicios	S9521 Reparación de aparatos electrónicos de consumo.	16 Pastaza	0
Servicios	S9512 Reparación de equipo de comunicaciones.	16 Pastaza	nan
Servicios	S9511 Reparación de computadoras y equipo periférico.	16 Pastaza	0
Servicios	S9499 Actividades de otras asociaciones n.c.p.	16 Pastaza	0
Servicios	S9492 Actividades de organizaciones políticas.	16 Pastaza	0
Servicios	S9491 Actividades de organizaciones religiosas.	16 Pastaza	0
Servicios	S9420 Actividades de sindicatos.	16 Pastaza	0
Servicios	S9411 Actividades de asociaciones empresariales y de empleadores.	16 Pastaza	0
Servicios	R9329 Otras actividades de esparcimiento y recreativas n.c.p.	16 Pastaza	0
Servicios	R9321 Actividades de parques de atracciones y parques temáticos.	16 Pastaza	nan
Servicios	R9319 Otras actividades deportivas.	16 Pastaza	0
Servicios	R9312 Actividades de clubes deportivos.	16 Pastaza	0
Servicios	R9311 Explotación de instalaciones deportivas.	16 Pastaza	0
Servicios	R9200 Actividades de juegos de azar y apuestas.	16 Pastaza	0
Servicios	R9103 Actividades de jardines botánicos y zoológicos y reservas naturales.	16 Pastaza	0
Servicios	R9000 Actividades creativas, artísticas y de entretenimiento.	16 Pastaza	0
Servicios	Q8890 Otras actividades de asistencia social sin alojamiento.	16 Pastaza	0
Servicios	Q8810 Actividades de asistencia social sin alojamiento para personas de edad y personas con discapacidad.	16 Pastaza	0
Servicios	Q8790 Otras actividades de atención en instituciones.	16 Pastaza	0
Servicios	Q8720 Actividades de atención en instituciones para personas con retraso mental, enfermos mentales y toxicómanos.	16 Pastaza	nan
Servicios	Q8690 Otras actividades de atención de la salud humana.	16 Pastaza	0
Servicios	Q8620 Actividades de médicos y odontólogos.	16 Pastaza	0
Servicios	Q8610 Actividades de hospitales y clínicas.	16 Pastaza	nan
Servicios	P8549 Otros tipos de enseñanza n.c.p.	16 Pastaza	0
Servicios	P8542 Enseñanza cultural.	16 Pastaza	nan
Servicios	P8541 Enseñanza deportiva y recreativa.	16 Pastaza	nan
Servicios	P8530 Enseñanza superior.	16 Pastaza	0
Servicios	P8522 Enseñanza de formación técnica y profesional.	16 Pastaza	0
Servicios	P8521 Enseñanza secundaria de formación general.	16 Pastaza	0
Servicios	P8510 Enseñanza preprimaria y primaria.	16 Pastaza	0
Servicios	O8423 Actividades de mantenimiento del orden público y de seguridad.	16 Pastaza	nan
Servicios	O8422 Actividades de defensa.	16 Pastaza	nan
Servicios	O8413 Regulación y facilitación de la actividad económica.	16 Pastaza	nan
Servicios	O8412 Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales y otros servicios	16 Pastaza	nan
Servicios	O8411 Actividades de la administración pública en general.	16 Pastaza	nan
Servicios	N8291 Actividades de agencias de cobro y agencias de calificación crediticia.	16 Pastaza	0
Servicios	N8230 Organización de convenciones y exposiciones comerciales.	16 Pastaza	nan
Servicios	N8219 Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina.	16 Pastaza	nan
Servicios	N8130 Actividades de paisajismo y servicios de mantenimiento conexos.	16 Pastaza	nan
Servicios	N8129 Otras actividades de limpieza de edificios e instalaciones industriales.	16 Pastaza	0
Servicios	N8121 Limpieza general de edificios.	16 Pastaza	0
Servicios	N8010 Actividades de seguridad privada.	16 Pastaza	0
Servicios	N7990 Otros servicios de reservas y actividades conexas.	16 Pastaza	0
Servicios	N7912 Actividades de operadores turísticos.	16 Pastaza	0
Servicios	N7911 Actividades de agencias de viajes.	16 Pastaza	0
Servicios	N7730 Alquiler de otros tipos de maquinaria, equipo y bienes tangibles.	16 Pastaza	0
Servicios	N7729 Alquiler otros efectos personales y artículos de uso domésticos.	16 Pastaza	0
Servicios	N7722 Alquiler de cintas de video y discos.	16 Pastaza	0
Servicios	N7710 Alquiler de vehículos automotores.	16 Pastaza	0
Servicios	M7500 Actividades veterinarias.	16 Pastaza	0
Servicios	M7490 Otras actividades profesionales, científicas y técnicas n.c.p.	16 Pastaza	0
Servicios	M7420 Actividades de fotografía.	16 Pastaza	nan
Servicios	M7310 Publicidad.	16 Pastaza	nan
Servicios	M7110 Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica.	16 Pastaza	0
Servicios	M7020 Actividades de consultoría de gestión.	16 Pastaza	0
Servicios	M7010 Actividades de oficinas principales.	16 Pastaza	0
Servicios	"M6920 Actividades de contabilidad, teneduría de libros y auditorias; consultoría fiscal."	16 Pastaza	0
Servicios	M6910 Actividades jurídicas.	16 Pastaza	0
Servicios	L6820 Actividades inmobiliarias realizadas a cambio de una retribución o por contrato.	16 Pastaza	0
Servicios	L6810 Actividades inmobiliarias realizadas con bienes propios o arrendados.	16 Pastaza	0
Servicios	K6619 Otras actividades auxiliares a las actividades de servicios financieros.	16 Pastaza	nan
Servicios	K6419 Otros tipos de intermediación monetaria.	16 Pastaza	0
Servicios	J6399 Otras actividades de servicios de información n.c.p.	16 Pastaza	0
Servicios	J6209 Otras actividades de tecnología de la información y de servicios informáticos.	16 Pastaza	0
Servicios	J6202 Actividades de consultoría de informática y de gestión de instalaciones informáticas.	16 Pastaza	0
Servicios	J6201 Actividades de programación informática.	16 Pastaza	0
Servicios	J6190 Otras actividades de telecomunicaciones.	16 Pastaza	0
Servicios	J6120 Actividades de telecomunicaciones inalámbricas.	16 Pastaza	0
Servicios	J6110 Actividades de telecomunicaciones alámbrica.	16 Pastaza	0
Servicios	J6020 Programación y transmisiones de televisión.	16 Pastaza	nan
Servicios	J6010 Transmisiones de radio.	16 Pastaza	0
Servicios	J5911 Actividades de producción de películas cinematográficas, vídeos y programas de televisión.	16 Pastaza	nan
Servicios	J5813 Publicación de periódicos, diarios y revistas.	16 Pastaza	0
Servicios	I5630 Actividades de servicio de bebidas.	16 Pastaza	0
Servicios	I5629 Otras actividades de servicio de comidas.	16 Pastaza	0
Servicios	I5621 Suministro de comidas por encargo.	16 Pastaza	0
Servicios	I5610 Actividades de restaurantes y de servicio móvil de comidas.	16 Pastaza	0
Servicios	I5510 Actividades de alojamiento para estancias cortas.	16 Pastaza	162,86
Servicios	H5320 Actividades de mensajería.	16 Pastaza	nan
Servicios	H5310 Actividades postales.	16 Pastaza	nan
Servicios	H5229 Otras actividades de apoyo al transporte.	16 Pastaza	nan
Servicios	H5223 Actividades de servicios vinculadas al transporte aéreo.	16 Pastaza	0
Servicios	H5221 Actividades de servicios vinculadas al transporte terrestre.	16 Pastaza	0
Servicios	H5120 Transporte de carga por vía aérea.	16 Pastaza	0
Servicios	H5110 Transporte de pasajeros por vía aérea.	16 Pastaza	0
Servicios	H5022 Transporte de carga, por vías de navegación interiores.	16 Pastaza	nan
Servicios	H5021 Transporte de pasajeros por vías de navegación interiores.	16 Pastaza	nan
Servicios	H4923 Transporte de carga por carretera.	16 Pastaza	0
Servicios	H4922 Otras actividades de transporte de pasajeros por vía terrestre.	16 Pastaza	0
Servicios	H4921 Transporte urbano y suburbano de pasajeros por vía terrestre.	16 Pastaza	0
Servicios	E3600 Captación, tratamiento y distribución de agua.	16 Pastaza	0
Servicios	D3510 Generación, transmisión y distribución de energía eléctrica.	16 Pastaza	0
Servicios	S9609 Otras actividades de servicios personales n.c.p.	17 Pichincha	1470,686
Servicios	S9603 Pompas fúnebres y actividades conexas.	17 Pichincha	0
Servicios	S9602 Actividades de peluquería y otros tratamientos de belleza.	17 Pichincha	0
Servicios	S9601 Lavado y limpieza, incluida la limpieza en seco, de productos textiles y de piel.	17 Pichincha	104,506
Servicios	S9529 Reparación de otros bienes personales y enseres domésticos.	17 Pichincha	0
Servicios	S9524 Reparación de muebles y accesorios domésticos.	17 Pichincha	0
Servicios	S9523 Reparación de calzado y artículos de cuero.	17 Pichincha	0
Servicios	S9522 Reparación de aparatos de uso doméstico y equipo doméstico y de jardinería.	17 Pichincha	14,574
Servicios	S9521 Reparación de aparatos electrónicos de consumo.	17 Pichincha	0
Servicios	S9512 Reparación de equipo de comunicaciones.	17 Pichincha	32,967
Servicios	S9511 Reparación de computadoras y equipo periférico.	17 Pichincha	614,125
Servicios	S9499 Actividades de otras asociaciones n.c.p.	17 Pichincha	1898,177
Servicios	S9492 Actividades de organizaciones políticas.	17 Pichincha	0
Servicios	S9491 Actividades de organizaciones religiosas.	17 Pichincha	26,965
Servicios	S9420 Actividades de sindicatos.	17 Pichincha	290,102
Servicios	S9412 Actividades de asociaciones profesionales.	17 Pichincha	0
Servicios	S9411 Actividades de asociaciones empresariales y de empleadores.	17 Pichincha	7,727
Servicios	R9329 Otras actividades de esparcimiento y recreativas n.c.p.	17 Pichincha	0
Servicios	R9321 Actividades de parques de atracciones y parques temáticos.	17 Pichincha	0
Servicios	R9319 Otras actividades deportivas.	17 Pichincha	0
Servicios	R9312 Actividades de clubes deportivos.	17 Pichincha	3345,223
Servicios	R9311 Explotación de instalaciones deportivas.	17 Pichincha	96,486
Servicios	R9200 Actividades de juegos de azar y apuestas.	17 Pichincha	0
Servicios	R9103 Actividades de jardines botánicos y zoológicos y reservas naturales.	17 Pichincha	0
Servicios	R9102 Actividades de museos y gestión de lugares y edificios históricos.	17 Pichincha	0
Servicios	R9101 Actividades de bibliotecas y archivos.	17 Pichincha	41,218
Servicios	R9000 Actividades creativas, artísticas y de entretenimiento.	17 Pichincha	0
Servicios	Q8890 Otras actividades de asistencia social sin alojamiento.	17 Pichincha	12,672
Servicios	Q8810 Actividades de asistencia social sin alojamiento para personas de edad y personas con discapacidad.	17 Pichincha	1,12
Servicios	Q8790 Otras actividades de atención en instituciones.	17 Pichincha	78,899
Servicios	Q8730 Actividades de atención en instituciones para personas de edad y personas con discapacidad.	17 Pichincha	0
Servicios	Q8720 Actividades de atención en instituciones para personas con retraso mental, enfermos mentales y toxicómanos.	17 Pichincha	0
Servicios	Q8710 Actividades de atención de enfermería en instituciones.	17 Pichincha	0
Servicios	Q8690 Otras actividades de atención de la salud humana.	17 Pichincha	55,256
Servicios	Q8620 Actividades de médicos y odontólogos.	17 Pichincha	0
Servicios	Q8610 Actividades de hospitales y clínicas.	17 Pichincha	0
Servicios	P8550 Actividades de apoyo a la enseñanza.	17 Pichincha	724,474
Servicios	P8549 Otros tipos de enseñanza n.c.p.	17 Pichincha	593,96
Servicios	P8542 Enseñanza cultural.	17 Pichincha	8,865
Servicios	P8541 Enseñanza deportiva y recreativa.	17 Pichincha	2,328
Servicios	P8530 Enseñanza superior.	17 Pichincha	0
Servicios	P8522 Enseñanza de formación técnica y profesional.	17 Pichincha	34,64
Servicios	P8521 Enseñanza secundaria de formación general.	17 Pichincha	0
Servicios	P8510 Enseñanza preprimaria y primaria.	17 Pichincha	2,25
Servicios	O8430 Actividades de planes de seguridad social de afiliación obligatoria.	17 Pichincha	0
Servicios	O8423 Actividades de mantenimiento del orden público y de seguridad.	17 Pichincha	0
Servicios	O8422 Actividades de defensa.	17 Pichincha	nan
Servicios	O8421 Relaciones exteriores.	17 Pichincha	nan
Servicios	O8413 Regulación y facilitación de la actividad económica.	17 Pichincha	0
Servicios	O8412 Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales y otros servicios	17 Pichincha	0
Servicios	O8411 Actividades de la administración pública en general.	17 Pichincha	nan
Servicios	N8299 Otras actividades de servicios de apoyo a empresas n.c.p.	17 Pichincha	1021,487
Servicios	N8292 Actividades de envasado y empaquetado.	17 Pichincha	0
Servicios	N8291 Actividades de agencias de cobro y agencias de calificación crediticia.	17 Pichincha	209,25
Servicios	N8230 Organización de convenciones y exposiciones comerciales.	17 Pichincha	12,544
Servicios	N8220 Actividades de centros de llamadas.	17 Pichincha	123,694
Servicios	N8219 Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina.	17 Pichincha	0,724
Servicios	N8211 Actividades combinadas de servicios administrativos de oficina.	17 Pichincha	1759,721
Servicios	N8130 Actividades de paisajismo y servicios de mantenimiento conexos.	17 Pichincha	0
Servicios	N8129 Otras actividades de limpieza de edificios e instalaciones industriales.	17 Pichincha	12
Servicios	N8121 Limpieza general de edificios.	17 Pichincha	81,286
Servicios	N8110 Actividades combinadas de apoyo a instalaciones.	17 Pichincha	0
Servicios	N8030 Actividades de investigación.	17 Pichincha	0
Servicios	N8020 Actividades de servicios de sistemas de seguridad.	17 Pichincha	0
Servicios	N8010 Actividades de seguridad privada.	17 Pichincha	322
Servicios	N7990 Otros servicios de reservas y actividades conexas.	17 Pichincha	803,207
Servicios	N7912 Actividades de operadores turísticos.	17 Pichincha	2627,278
Servicios	N7911 Actividades de agencias de viajes.	17 Pichincha	12811,521
Servicios	N7830 Otras actividades de dotación de recursos humanos.	17 Pichincha	5533,381
Servicios	N7820 Actividades de agencias de empleo temporal.	17 Pichincha	0
Servicios	N7810 Actividades de agencias de empleo.	17 Pichincha	3518,719
Servicios	N7740 Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor.	17 Pichincha	199,588
Servicios	N7730 Alquiler de otros tipos de maquinaria, equipo y bienes tangibles.	17 Pichincha	92,638
Servicios	N7729 Alquiler otros efectos personales y artículos de uso domésticos.	17 Pichincha	0
Servicios	N7722 Alquiler de cintas de video y discos.	17 Pichincha	0
Servicios	N7721 Alquiler de equipo recreativo y deportivo.	17 Pichincha	nan
Servicios	N7710 Alquiler de vehículos automotores.	17 Pichincha	849,401
Servicios	M7500 Actividades veterinarias.	17 Pichincha	0
Servicios	M7490 Otras actividades profesionales, científicas y técnicas n.c.p.	17 Pichincha	3037,394
Servicios	M7420 Actividades de fotografía.	17 Pichincha	0
Servicios	M7410 Actividades especializadas de diseño.	17 Pichincha	622,813
Servicios	M7320 Estudios de mercado y encuestas de opinión pública.	17 Pichincha	579,072
Servicios	M7310 Publicidad.	17 Pichincha	6341,829
Servicios	M7220 Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades.	17 Pichincha	143,173
Servicios	M7210 Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería.	17 Pichincha	367,433
Servicios	M7120 Ensayos y análisis técnicos.	17 Pichincha	89,957
Servicios	M7110 Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica.	17 Pichincha	10535,406
Servicios	M7020 Actividades de consultoría de gestión.	17 Pichincha	16876,005
Servicios	M7010 Actividades de oficinas principales.	17 Pichincha	419,887
Servicios	"M6920 Actividades de contabilidad, teneduría de libros y auditorias; consultoría fiscal."	17 Pichincha	6613,084
Servicios	M6910 Actividades jurídicas.	17 Pichincha	15841,373
Servicios	L6820 Actividades inmobiliarias realizadas a cambio de una retribución o por contrato.	17 Pichincha	203,538
Servicios	L6810 Actividades inmobiliarias realizadas con bienes propios o arrendados.	17 Pichincha	1390,075
Servicios	K6630 Actividades de gestión de fondos.	17 Pichincha	548,165
Servicios	K6629 Otras actividades auxiliares de seguros y fondos de pensiones.	17 Pichincha	26,122
Servicios	K6622 Actividades de los agentes y corredores de seguro.	17 Pichincha	10277,927
Servicios	K6621 Evaluación de riesgos y daños.	17 Pichincha	231,98
Servicios	K6619 Otras actividades auxiliares a las actividades de servicios financieros.	17 Pichincha	765,437
Servicios	K6612 Corretaje de valores y de contratos de productos básicos.	17 Pichincha	9
Servicios	K6611 Administración de mercados financieros.	17 Pichincha	547,483
Servicios	K6530 Fondos de pensión.	17 Pichincha	0
Servicios	K6520 Reaseguros.	17 Pichincha	1929,211
Servicios	K6512 Seguros generales.	17 Pichincha	3975,729
Servicios	K6511 Seguros de vida.	17 Pichincha	83,592
Servicios	K6499 Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones, n.c.p.	17 Pichincha	25,998
Servicios	K6492 Otras actividades de concesión de crédito.	17 Pichincha	0
Servicios	K6430 Fondos y sociedades de inversión y entidades financieras similares.	17 Pichincha	11,544
Servicios	K6420 Actividades de sociedades de cartera.	17 Pichincha	0
Servicios	K6419 Otros tipos de intermediación monetaria.	17 Pichincha	0
Servicios	K6411 Banca central.	17 Pichincha	nan
Servicios	J6399 Otras actividades de servicios de información n.c.p.	17 Pichincha	0
Servicios	J6391 Actividades de agencias de noticias.	17 Pichincha	26,4
Servicios	J6312 Portales web.	17 Pichincha	159,785
Servicios	J6311 Procesamiento de datos, hospedaje y actividades conexas.	17 Pichincha	469,611
Servicios	J6209 Otras actividades de tecnología de la información y de servicios informáticos.	17 Pichincha	168,632
Servicios	J6202 Actividades de consultoría de informática y de gestión de instalaciones informáticas.	17 Pichincha	32657,253
Servicios	J6201 Actividades de programación informática.	17 Pichincha	27259,182
Servicios	J6190 Otras actividades de telecomunicaciones.	17 Pichincha	2063,669
Servicios	J6130 Actividades de telecomunicaciones por satélite.	17 Pichincha	728,921
Servicios	J6120 Actividades de telecomunicaciones inalámbricas.	17 Pichincha	19657,249
Servicios	J6110 Actividades de telecomunicaciones alámbrica.	17 Pichincha	11036,462
Servicios	J6020 Programación y transmisiones de televisión.	17 Pichincha	423,036
Servicios	J6010 Transmisiones de radio.	17 Pichincha	0
Servicios	J5920 Actividades de grabación de sonido y edición de música.	17 Pichincha	2795,154
Servicios	J5914 Actividades de exhibición de películas cinematográficas y cintas de vídeo.	17 Pichincha	16,25
Servicios	J5913 Actividades de distribución de películas cinematográficas, vídeos y programas de televisión.	17 Pichincha	0
Servicios	J5912 Actividades de postproducción de películas cinematográficas, vídeos y programas de televisión.	17 Pichincha	155,159
Servicios	J5911 Actividades de producción de películas cinematográficas, vídeos y programas de televisión.	17 Pichincha	1241,42
Servicios	J5820 Publicación de programas informáticos.	17 Pichincha	5581,718
Servicios	J5819 Otras publicaciones.	17 Pichincha	1,9
Servicios	J5813 Publicación de periódicos, diarios y revistas.	17 Pichincha	12,175
Servicios	J5812 Publicación de directorios y de listas de correo.	17 Pichincha	nan
Servicios	J5811 Publicación de libros, periódicos y otras actividades de publicación.	17 Pichincha	149,322
Servicios	I5630 Actividades de servicio de bebidas.	17 Pichincha	0
Servicios	I5629 Otras actividades de servicio de comidas.	17 Pichincha	0
Servicios	I5621 Suministro de comidas por encargo.	17 Pichincha	0
Servicios	I5610 Actividades de restaurantes y de servicio móvil de comidas.	17 Pichincha	264,987
Servicios	I5590 Otras actividades de alojamiento.	17 Pichincha	0
Servicios	I5520 Actividades de campamentos, parques de vehículos de recreo y parques de caravanas.	17 Pichincha	0
Servicios	I5510 Actividades de alojamiento para estancias cortas.	17 Pichincha	342,077
Servicios	H5320 Actividades de mensajería.	17 Pichincha	3030,711
Servicios	H5310 Actividades postales.	17 Pichincha	1255,042
Servicios	H5229 Otras actividades de apoyo al transporte.	17 Pichincha	73744,319
Servicios	H5224 Manipulación de carga.	17 Pichincha	9,983
Servicios	H5223 Actividades de servicios vinculadas al transporte aéreo.	17 Pichincha	50
Servicios	H5222 Actividades de servicios vinculadas al transporte acuático.	17 Pichincha	0
Servicios	H5221 Actividades de servicios vinculadas al transporte terrestre.	17 Pichincha	0
Servicios	H5210 Almacenamiento y depósito.	17 Pichincha	11,382
Servicios	H5120 Transporte de carga por vía aérea.	17 Pichincha	22917,354
Servicios	H5110 Transporte de pasajeros por vía aérea.	17 Pichincha	6815,062
Servicios	H5022 Transporte de carga, por vías de navegación interiores.	17 Pichincha	0
Servicios	H5012 Transporte de carga marítimo y de cabotaje.	17 Pichincha	1491,922
Servicios	H5011 Transporte de pasajeros marítimo y de cabotaje.	17 Pichincha	1439,456
Servicios	H4930 Transporte por tuberías.	17 Pichincha	0
Servicios	H4923 Transporte de carga por carretera.	17 Pichincha	7627,801
Servicios	H4922 Otras actividades de transporte de pasajeros por vía terrestre.	17 Pichincha	816,435
Servicios	H4921 Transporte urbano y suburbano de pasajeros por vía terrestre.	17 Pichincha	0
Servicios	H4912 Transporte de carga por ferrocarril.	17 Pichincha	0
Servicios	H4911 Transporte interurbano de pasajeros por ferrocarril.	17 Pichincha	0
Servicios	E3900 Actividades de descontaminación y otros servicios de  gestión de desechos.	17 Pichincha	0
Servicios	E3830 Recuperación de materiales.	17 Pichincha	166
Servicios	E3822 Tratamiento y eliminación de desechos peligrosos.	17 Pichincha	0
Servicios	E3821 Tratamiento y eliminación de desechos no peligrosos.	17 Pichincha	0
Servicios	E3812 Recolección de desechos peligrosos.	17 Pichincha	14,8
Servicios	E3811 Recolección de desechos no peligrosos.	17 Pichincha	3089,904
Servicios	E3700 Evacuación de aguas residuales.	17 Pichincha	0
Servicios	E3600 Captación, tratamiento y distribución de agua.	17 Pichincha	0
Servicios	D3530 Suministro de vapor y de aire acondicionado.	17 Pichincha	0
Servicios	"D3520 Fabricación de gas; distribución de combustibles gaseosos por tuberías."	17 Pichincha	0
Servicios	D3510 Generación, transmisión y distribución de energía eléctrica.	17 Pichincha	22,703
Servicios	S9609 Otras actividades de servicios personales n.c.p.	18 Tungurahua	0
Servicios	S9603 Pompas fúnebres y actividades conexas.	18 Tungurahua	0
Servicios	S9602 Actividades de peluquería y otros tratamientos de belleza.	18 Tungurahua	0
Servicios	S9601 Lavado y limpieza, incluida la limpieza en seco, de productos textiles y de piel.	18 Tungurahua	0
Servicios	S9529 Reparación de otros bienes personales y enseres domésticos.	18 Tungurahua	0
Servicios	S9524 Reparación de muebles y accesorios domésticos.	18 Tungurahua	0
Servicios	S9523 Reparación de calzado y artículos de cuero.	18 Tungurahua	0
Servicios	S9522 Reparación de aparatos de uso doméstico y equipo doméstico y de jardinería.	18 Tungurahua	0
Servicios	S9521 Reparación de aparatos electrónicos de consumo.	18 Tungurahua	0
Servicios	S9512 Reparación de equipo de comunicaciones.	18 Tungurahua	nan
Servicios	S9511 Reparación de computadoras y equipo periférico.	18 Tungurahua	0
Servicios	S9499 Actividades de otras asociaciones n.c.p.	18 Tungurahua	0
Servicios	S9492 Actividades de organizaciones políticas.	18 Tungurahua	0
Servicios	S9491 Actividades de organizaciones religiosas.	18 Tungurahua	0
Servicios	S9420 Actividades de sindicatos.	18 Tungurahua	0
Servicios	S9412 Actividades de asociaciones profesionales.	18 Tungurahua	0
Servicios	S9411 Actividades de asociaciones empresariales y de empleadores.	18 Tungurahua	0
Servicios	R9329 Otras actividades de esparcimiento y recreativas n.c.p.	18 Tungurahua	0
Servicios	R9321 Actividades de parques de atracciones y parques temáticos.	18 Tungurahua	0
Servicios	R9319 Otras actividades deportivas.	18 Tungurahua	0
Servicios	R9312 Actividades de clubes deportivos.	18 Tungurahua	0
Servicios	R9311 Explotación de instalaciones deportivas.	18 Tungurahua	0
Servicios	R9200 Actividades de juegos de azar y apuestas.	18 Tungurahua	0
Servicios	R9103 Actividades de jardines botánicos y zoológicos y reservas naturales.	18 Tungurahua	0
Servicios	R9102 Actividades de museos y gestión de lugares y edificios históricos.	18 Tungurahua	0
Servicios	R9000 Actividades creativas, artísticas y de entretenimiento.	18 Tungurahua	0
Servicios	Q8890 Otras actividades de asistencia social sin alojamiento.	18 Tungurahua	0
Servicios	Q8810 Actividades de asistencia social sin alojamiento para personas de edad y personas con discapacidad.	18 Tungurahua	0
Servicios	Q8790 Otras actividades de atención en instituciones.	18 Tungurahua	0
Servicios	Q8730 Actividades de atención en instituciones para personas de edad y personas con discapacidad.	18 Tungurahua	0
Servicios	Q8720 Actividades de atención en instituciones para personas con retraso mental, enfermos mentales y toxicómanos.	18 Tungurahua	0
Servicios	Q8710 Actividades de atención de enfermería en instituciones.	18 Tungurahua	nan
Servicios	Q8690 Otras actividades de atención de la salud humana.	18 Tungurahua	0
Servicios	Q8620 Actividades de médicos y odontólogos.	18 Tungurahua	0
Servicios	Q8610 Actividades de hospitales y clínicas.	18 Tungurahua	0
Servicios	P8550 Actividades de apoyo a la enseñanza.	18 Tungurahua	0
Servicios	P8549 Otros tipos de enseñanza n.c.p.	18 Tungurahua	0
Servicios	P8542 Enseñanza cultural.	18 Tungurahua	0
Servicios	P8541 Enseñanza deportiva y recreativa.	18 Tungurahua	0
Servicios	P8530 Enseñanza superior.	18 Tungurahua	0
Servicios	P8522 Enseñanza de formación técnica y profesional.	18 Tungurahua	0
Servicios	P8521 Enseñanza secundaria de formación general.	18 Tungurahua	0
Servicios	P8510 Enseñanza preprimaria y primaria.	18 Tungurahua	0
Servicios	O8423 Actividades de mantenimiento del orden público y de seguridad.	18 Tungurahua	0
Servicios	O8422 Actividades de defensa.	18 Tungurahua	nan
Servicios	O8413 Regulación y facilitación de la actividad económica.	18 Tungurahua	nan
Servicios	O8412 Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales y otros servicios	18 Tungurahua	0
Servicios	O8411 Actividades de la administración pública en general.	18 Tungurahua	nan
Servicios	N8299 Otras actividades de servicios de apoyo a empresas n.c.p.	18 Tungurahua	0
Servicios	N8292 Actividades de envasado y empaquetado.	18 Tungurahua	0
Servicios	N8291 Actividades de agencias de cobro y agencias de calificación crediticia.	18 Tungurahua	0
Servicios	N8230 Organización de convenciones y exposiciones comerciales.	18 Tungurahua	0
Servicios	N8220 Actividades de centros de llamadas.	18 Tungurahua	0
Servicios	N8219 Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina.	18 Tungurahua	0
Servicios	N8211 Actividades combinadas de servicios administrativos de oficina.	18 Tungurahua	0
Servicios	N8130 Actividades de paisajismo y servicios de mantenimiento conexos.	18 Tungurahua	0
Servicios	N8129 Otras actividades de limpieza de edificios e instalaciones industriales.	18 Tungurahua	0
Servicios	N8121 Limpieza general de edificios.	18 Tungurahua	0
Servicios	N8110 Actividades combinadas de apoyo a instalaciones.	18 Tungurahua	0
Servicios	N8020 Actividades de servicios de sistemas de seguridad.	18 Tungurahua	0
Servicios	N8010 Actividades de seguridad privada.	18 Tungurahua	0
Servicios	N7990 Otros servicios de reservas y actividades conexas.	18 Tungurahua	0
Servicios	N7912 Actividades de operadores turísticos.	18 Tungurahua	0
Servicios	N7911 Actividades de agencias de viajes.	18 Tungurahua	2,8
Servicios	N7810 Actividades de agencias de empleo.	18 Tungurahua	0
Servicios	N7740 Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor.	18 Tungurahua	0
Servicios	N7730 Alquiler de otros tipos de maquinaria, equipo y bienes tangibles.	18 Tungurahua	0
Servicios	N7729 Alquiler otros efectos personales y artículos de uso domésticos.	18 Tungurahua	0
Servicios	N7722 Alquiler de cintas de video y discos.	18 Tungurahua	0
Servicios	N7710 Alquiler de vehículos automotores.	18 Tungurahua	0
Servicios	M7500 Actividades veterinarias.	18 Tungurahua	0
Servicios	M7490 Otras actividades profesionales, científicas y técnicas n.c.p.	18 Tungurahua	0
Servicios	M7420 Actividades de fotografía.	18 Tungurahua	0
Servicios	M7410 Actividades especializadas de diseño.	18 Tungurahua	0
Servicios	M7320 Estudios de mercado y encuestas de opinión pública.	18 Tungurahua	0
Servicios	M7310 Publicidad.	18 Tungurahua	0
Servicios	M7220 Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades.	18 Tungurahua	0
Servicios	M7210 Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería.	18 Tungurahua	0
Servicios	M7120 Ensayos y análisis técnicos.	18 Tungurahua	0
Servicios	M7110 Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica.	18 Tungurahua	0
Servicios	M7020 Actividades de consultoría de gestión.	18 Tungurahua	12,768
Servicios	M7010 Actividades de oficinas principales.	18 Tungurahua	0
Servicios	"M6920 Actividades de contabilidad, teneduría de libros y auditorias; consultoría fiscal."	18 Tungurahua	0
Servicios	M6910 Actividades jurídicas.	18 Tungurahua	0
Servicios	L6820 Actividades inmobiliarias realizadas a cambio de una retribución o por contrato.	18 Tungurahua	0
Servicios	L6810 Actividades inmobiliarias realizadas con bienes propios o arrendados.	18 Tungurahua	0
Servicios	K6630 Actividades de gestión de fondos.	18 Tungurahua	0
Servicios	K6622 Actividades de los agentes y corredores de seguro.	18 Tungurahua	0
Servicios	K6621 Evaluación de riesgos y daños.	18 Tungurahua	0
